Price,Close,High,Low,Open,Volume
Ticker,PREMIERENE.NS,PREMIERENE.NS,PREMIERENE.NS,PREMIERENE.NS,PREMIERENE.NS
Date,,,,,
2024-12-02 00:00:00+0000,1262.1824951171875,1327.3515616306565,1180.6337461230662,1233.468155465659,28222642
2024-12-09 00:00:00+0000,1293.243896484375,1347.2269038362688,1249.8478388599046,1266.0276962730322,19517046
2024-12-16 00:00:00+0000,1294.7921142578125,1386.2784794393353,1250.5470102747136,1298.1379349072595,15407533
2024-12-23 00:00:00+0000,1308.7247314453125,1337.3392208609582,1273.2188977246574,1310.7722375711762,6918376
2024-12-30 00:00:00+0000,1323.056884765625,1382.2833819052848,1295.8906705362044,1308.8745462332918,9459398
2025-01-06 00:00:00+0000,1125.7020263671875,1337.3392298425583,1114.6158181510793,1332.3454313741397,8219768
2025-01-13 00:00:00+0000,1139.48486328125,1182.0319982778126,1084.7527878929693,1113.6169650019106,8926901
2025-01-20 00:00:00+0000,998.1104125976562,1210.496672458599,969.9454397783084,1146.576056091148,10859622
2025-01-27 00:00:00+0000,1091.59423828125,1116.713066196094,816.9853394994508,969.8954073862905,24526901
2025-02-03 00:00:00+0000,1035.1644287109375,1168.548833662835,995.9132461674532,1078.510623505802,16499070
2025-02-10 00:00:00+0000,960.6069946289062,1033.2168315201848,893.3904840935768,1027.2742605221135,10556697
2025-02-17 00:00:00+0000,970.1307373046875,1017.5955477087474,926.8628275975009,960.2880589116108,6120614
2025-02-24 00:00:00+0000,872.6530151367188,963.685561509901,839.5276104663452,953.2932418153098,5035432
2025-03-03 00:00:00+0000,939.7533569335938,958.8891346324523,826.4872863922825,877.3496056971251,7757676
2025-03-10 00:00:00+0000,887.4920654296875,948.0471473633212,878.1489554993892,939.303629535201,2595799
2025-03-17 00:00:00+0000,915.0216674804688,953.1933813621863,882.6456447977689,889.9402248063572,10452069
2025-03-24 00:00:00+0000,937.2551879882812,960.5878661400984,882.6456477791593,928.0120402980417,7321012
2025-03-31 00:00:00+0000,878.5985717773438,937.2550936862551,839.3776517406526,937.2550936862551,3385430
2025-04-07 00:00:00+0000,892.2885131835938,894.3369823418074,773.4765701279067,775.4251377622821,3501217
2025-04-14 00:00:00+0000,966.533447265625,974.1277926801617,892.2885019739921,892.2885019739921,3986269
2025-04-21 00:00:00+0000,988.6170654296875,1096.8867753871862,963.1359558218091,973.2784611009216,17486085
2025-04-28 00:00:00+0000,982.7714233398438,1023.2414209456024,966.2836465374976,988.9168918166947,3087640
2025-05-05 00:00:00+0000,944.949462890625,1018.2450989542086,916.370613902068,998.9594090817195,4449787
2025-05-12 00:00:00+0000,1125.1158447265625,1134.1591892566412,978.274754433702,989.2666056071143,8003761
2025-05-19 00:00:00+0000,1061.4630126953125,1163.0377278330889,1021.2428326426071,1134.1591145297054,10165834
2025-05-26 00:00:00+0000,1060.8134765625,1090.091818099442,1034.2332078862298,1061.2132046136967,3525970
2025-06-02 00:00:00+0000,1052.9193115234375,1097.1865404064686,1045.225064904523,1063.1118279828986,4592424
2025-06-09 00:00:00+0000,1011.150390625,1118.9704807548546,989.4664541784006,1059.314634403696,24668200
2025-06-16 00:00:00+0000,1027.63818359375,1037.5308740496816,957.3902131841351,1011.1504068271579,13996780
