Price,Close,High,Low,Open,Volume
Ticker,PREMIERENE.NS,PREMIERENE.NS,PREMIERENE.NS,PREMIERENE.NS,PREMIERENE.NS
Date,,,,,
2025-06-23 00:00:00+0000,1043.7261962890625,1056.2169358329718,1006.2539776573345,1014.9475445778833,6338228
2025-06-30 00:00:00+0000,1057.5159912109375,1079.0000626103595,1036.831253931476,1049.7217211671043,8009436
2025-07-07 00:00:00+0000,1104.181396484375,1118.57075310603,1030.2362169913038,1056.9163883677975,9094678
2025-07-14 00:00:00+0000,1057.615966796875,1135.5581847742656,1050.2214242850946,1101.0837422073428,5126271
2025-07-21 00:00:00+0000,1088.293212890625,1121.8682989278766,1035.2325716912314,1058.215534190168,5615128
2025-07-28 00:00:00+0000,1009.551513671875,1099.0851706933743,1004.255452340109,1093.1895172737106,7575048
2025-08-04 00:00:00+0000,984.4088134765625,1033.7842000271837,975.0134772488037,1018.4917819749164,3448693
2025-08-11 00:00:00+0000,985.80810546875,1023.2894036666751,980.51076085772,984.608691725473,2115233
2025-08-18 00:00:00+0000,1008.0969848632812,1054.4738694970779,991.9051126378114,1001.7002131582624,3777819
2025-08-25 00:00:00+0000,993.6041870117188,1029.4863069671194,980.8105829707405,1010.4957828580172,3610424
2025-09-01 00:00:00+0000,1000.25,1073.949951171875,994.0499877929688,996.0,5717606
2025-09-08 00:00:00+0000,1055.199951171875,1079.9000244140625,991.0,1004.0,6284545
2025-09-15 00:00:00+0000,1051.300048828125,1093.0,1044.0,1051.949951171875,5521716
2025-09-22 00:00:00+0000,1028.3499755859375,1066.9000244140625,1003.7000122070312,1040.0,5392392
2025-09-29 00:00:00+0000,1043.4000244140625,1050.0,1007.6500244140625,1031.1500244140625,2239126
2025-10-06 00:00:00+0000,1023.5999755859375,1043.0,1010.2000122070312,1043.0,2572434
2025-10-13 00:00:00+0000,1065.699951171875,1080.0,1015.7000122070312,1018.0,5385534
2025-10-20 00:00:00+0000,1070.699951171875,1080.699951171875,1025.300048828125,1072.9000244140625,2630464
2025-10-27 00:00:00+0000,1093.199951171875,1119.0999755859375,1066.4000244140625,1070.9000244140625,13339617
2025-11-03 00:00:00+0000,1029.800048828125,1087.0,992.5,1087.0,5620429
2025-11-10 00:00:00+0000,997.9000244140625,1072.5,995.0,1020.0,7137748
2025-11-17 00:00:00+0000,989.2000122070312,1019.9000244140625,983.0,1014.0,4558998
2025-11-24 00:00:00+0000,975.7000122070312,1002.7999877929688,959.9000244140625,991.0999755859375,3426973
