Price,Close,High,Low,Open,Volume
Ticker,ARROWGREEN.NS,ARROWGREEN.NS,ARROWGREEN.NS,ARROWGREEN.NS,ARROWGREEN.NS
Date,,,,,
2020-12-01 00:00:00+0000,63.62619400024414,65.20696746146238,45.200284263059146,47.126854510010965,312834
2021-01-01 00:00:00+0000,52.955955505371094,67.0841336190548,51.918572772882804,66.19494626614431,263809
2021-02-01 00:00:00+0000,76.46998596191406,85.51004377123472,52.41256611062458,55.327120535461255,539369
2021-03-01 00:00:00+0000,66.63953399658203,82.99067618947865,64.41656945579243,77.85316115474241,197868
2021-04-01 00:00:00+0000,72.6168441772461,75.67959392071482,62.73700143204254,63.62618878665523,89057
2021-05-01 00:00:00+0000,106.4059066772461,127.25238155151163,69.85048737718674,75.58079936363622,349801
2021-06-01 00:00:00+0000,160.69564819335938,180.8011357080069,96.4272708700592,106.70230959816801,344192
2021-07-01 00:00:00+0000,147.70364379882812,166.96933646824047,138.36719575104766,159.21365415832545,167708
2021-08-01 00:00:00+0000,127.10416412353516,165.9319470612113,104.33113233024831,152.59416006490258,385382
2021-09-01 00:00:00+0000,119.99069213867188,144.54210841644903,114.60618063265743,127.25238288997055,204761
2021-10-01 00:00:00+0000,115.44596099853516,131.40190854350516,100.77439602584606,121.42326887594123,391299
2021-11-01 00:00:00+0000,150.1242218017578,174.3298388337601,103.98535480074452,115.4459719695766,1497702
2021-12-01 00:00:00+0000,122.70764923095703,149.13622972678414,114.70497776593325,142.66492943140864,546788
2022-01-01 00:00:00+0000,125.57279968261719,150.12420737708317,118.85451114393558,123.44863198656891,408043
2022-02-01 00:00:00+0000,91.53675079345703,142.26974524739785,83.28708304533642,125.57280836012404,626671
2022-03-01 00:00:00+0000,103.3925552368164,112.53140972315913,86.20162745225979,91.53674401129071,398154
2022-04-01 00:00:00+0000,111.54342651367188,146.5674736976621,100.82379860300115,106.40590374452094,425301
2022-05-01 00:00:00+0000,94.6489028930664,111.8892266302813,86.94262201734882,109.81446102150267,170419
2022-06-01 00:00:00+0000,88.32579803466797,97.46465282075178,81.55810707900436,96.57546544212896,122491
2022-07-01 00:00:00+0000,70.39389038085938,92.42594610462456,68.17092542146382,87.98001618583343,392762
2022-08-01 00:00:00+0000,74.88920593261719,84.96664183255231,70.39387477406223,72.07344491147765,531216
2022-09-01 00:00:00+0000,93.2657241821289,124.28843429117711,73.60483410229385,75.77839665801089,1964161
2022-10-01 00:00:00+0000,124.93061065673828,135.8478400939203,94.3524998470501,95.24168721702742,317560
2022-11-01 00:00:00+0000,180.94931030273438,180.94931030273438,114.70497051675842,121.27506732112974,391164
2022-12-01 00:00:00+0000,177.73837280273438,213.99740933873116,160.05345953825326,186.28444619988917,594198
2023-01-01 00:00:00+0000,178.3805694580078,203.5247670298605,164.99337909702282,183.22168652708413,310467
2023-02-01 00:00:00+0000,180.65293884277344,205.797136757849,159.3124715123383,184.45666942741383,506376
2023-03-01 00:00:00+0000,255.4433135986328,269.7196979497333,178.42996005846234,182.72768246404385,925191
2023-04-01 00:00:00+0000,256.2337341308594,283.5514939845601,243.43932539071304,252.87457846696054,455075
2023-05-01 00:00:00+0000,366.04815673828125,366.04815673828125,249.96000986446737,256.23371574697404,1107244
2023-06-01 00:00:00+0000,315.85858154296875,389.7597924957498,308.39928225258126,376.4220049198496,888436
2023-07-01 00:00:00+0000,327.22039794921875,340.8545686342334,301.8291904862559,312.8946262240118,316832
2023-08-01 00:00:00+0000,333.5434875488281,361.70103856565737,294.61691427854674,330.9747224785191,595173
2023-09-01 00:00:00+0000,368.71575927734375,399.14566418988016,321.0949031230472,333.93869924796905,425552
2023-10-01 00:00:00+0000,473.53753662109375,512.0744021766075,352.03256595930844,369.7159298064429,3712212
2023-11-01 00:00:00+0000,451.89154052734375,483.44420635328953,381.4552986781057,475.2217042809252,2399383
2023-12-01 00:00:00+0000,435.4465026855469,467.0487196175372,397.3059252336602,451.8915369321165,1101506
2024-01-01 00:00:00+0000,428.2146301269531,450.95038718569907,398.6928470140466,435.8922782090442,1376484
2024-02-01 00:00:00+0000,403.84429931640625,494.34148994506984,386.3590803177901,428.21464735221736,2571893
