Price,Close,High,Low,Open,Volume
Ticker,DIFFNKG.NS,DIFFNKG.NS,DIFFNKG.NS,DIFFNKG.NS,DIFFNKG.NS
Date,,,,,
2024-11-01 00:00:00+0000,306.1814880371094,371.1698097397942,280.0070379881409,361.2672919306721,6385364
2024-12-01 00:00:00+0000,330.962646484375,395.10502323667487,301.0560945317233,304.19105274750626,3564192
2025-01-01 00:00:00+0000,279.2108459472656,362.9591992727057,261.0977377496387,330.91288653334436,1580530
2025-02-01 00:00:00+0000,239.7998809814453,348.32936047529654,231.4897467788219,290.50668056201533,3403010
2025-03-01 00:00:00+0000,261.74462890625,306.0222562216081,239.85958773722098,246.71669927109102,962268
2025-04-01 00:00:00+0000,238.9041748046875,288.5162171932594,230.7433188187854,266.9695649932554,556065
2025-05-01 00:00:00+0000,277.2403259277344,298.5680281133746,230.89260840767636,233.8782886888101,1743047
2025-06-01 00:00:00+0000,296.6770935058594,332.90334030804837,273.13998747774394,276.6730302111732,3434511
2025-07-01 00:00:00+0000,330.6143493652344,364.25300247208907,295.4330765220315,301.55371516131964,10799391
2025-08-01 00:00:00+0000,361.75,374.0,309.29998779296875,331.75,4741921
2025-09-01 00:00:00+0000,360.8500061035156,418.20001220703125,341.79998779296875,364.70001220703125,11315389
2025-10-01 00:00:00+0000,371.0,392.25,356.6499938964844,362.0,2164293
2025-11-01 00:00:00+0000,293.20001220703125,386.0,287.20001220703125,370.0,2798192
