Price,Close,High,Low,Open,Volume
Ticker,HITECH.NS,HITECH.NS,HITECH.NS,HITECH.NS,HITECH.NS
Date,,,,,
2024-12-02 00:00:00+0000,166.4051971435547,170.78428609646872,158.99674303312014,164.81553329962773,4162722
2024-12-09 00:00:00+0000,164.1856689453125,177.8228167199817,162.56601250866382,169.59454157749732,5415499
2024-12-16 00:00:00+0000,155.9073944091797,171.66409340235188,153.837819936471,164.96549746547936,3899364
2024-12-23 00:00:00+0000,162.33604431152344,163.7657532381308,151.5683072521227,156.8671868424617,2048246
2024-12-30 00:00:00+0000,158.52684020996094,165.41539879413912,155.3175200137591,162.92592925524576,3286403
2025-01-06 00:00:00+0000,143.10008239746094,160.016543303917,142.5601867456937,159.86656550927094,2667335
2025-01-13 00:00:00+0000,140.1007080078125,146.15943860726267,134.07196991583692,141.2704615661183,2390056
2025-01-20 00:00:00+0000,128.7730712890625,141.770353021153,124.27401222795424,140.9405247414323,4757340
2025-01-27 00:00:00+0000,133.0421905517578,134.77182464335442,117.1155126042742,125.97366113220735,4137584
2025-02-03 00:00:00+0000,130.13278198242188,134.60184834650232,127.17339432473455,131.02259523748498,1345609
2025-02-10 00:00:00+0000,108.29734802246094,129.79285961114275,106.7276766429875,129.17297889055706,4877264
2025-02-17 00:00:00+0000,111.96658325195312,115.41586651054804,97.03970447698748,109.37712842455464,7297306
2025-02-24 00:00:00+0000,103.61833190917969,113.92617400972588,102.29860817988784,106.32776442811222,3196238
2025-03-03 00:00:00+0000,113.85618591308594,116.37566327405392,99.07927750601885,103.60832910104071,4790249
2025-03-10 00:00:00+0000,99.77913665771484,115.51584356970463,96.2798684450587,114.00615714788916,8612758
2025-03-17 00:00:00+0000,111.30672454833984,115.62582100187626,98.57938282692432,99.96909159043214,6311738
2025-03-24 00:00:00+0000,102.47856903076172,117.5554178954227,99.9790917373285,111.57666485329874,12397722
2025-03-31 00:00:00+0000,100.31901550292969,108.52730552552542,98.57938146823474,102.47856751383313,6635883
2025-04-07 00:00:00+0000,96.45983123779297,98.87932343151351,88.48149634658137,89.98118272533699,4302132
2025-04-14 00:00:00+0000,99.4192123413086,103.40837600905097,96.45983210916643,96.45983210916643,3694152
2025-04-21 00:00:00+0000,94.14031219482422,102.4785644082601,93.09052872781513,99.62916194783413,5691825
2025-04-28 00:00:00+0000,87.73165130615234,95.23008304172093,87.4817035816334,93.81038179712509,3638999
2025-05-05 00:00:00+0000,88.06158447265625,92.48065842851453,84.7822715347741,88.03159196604624,4382568
2025-05-12 00:00:00+0000,93.95035552978516,96.0299225085194,90.75101995608641,90.78102009153505,6867944
2025-05-19 00:00:00+0000,97.11968994140625,102.77851024390941,93.48045158099058,94.17030976082631,14353689
2025-05-26 00:00:00+0000,95.33006286621094,101.87869645499298,94.18030178060349,97.87953276787097,20584780
2025-06-02 00:00:00+0000,102.87848663330078,103.87827754785609,93.13052521638656,95.86995018648427,20370573
2025-06-09 00:00:00+0000,100.92888641357422,108.33734050516425,98.97929724620793,104.97804253385691,30249767
2025-06-16 00:00:00+0000,99.17925262451172,102.41858058012632,96.13989505014106,101.73872247401205,10012861
2025-06-23 00:00:00+0000,100.80892181396484,103.97825724747068,96.47982523443193,98.31943689362035,9089408
2025-06-30 00:00:00+0000,99.21924591064453,102.47856635186317,97.72955961848413,101.42878286494393,7388934
2025-07-07 00:00:00+0000,95.07011413574219,100.1390613809369,94.4102561004513,99.18925543810701,7470661
2025-07-14 00:00:00+0000,95.49002838134766,98.46940091023859,93.58042415326737,95.36005068611347,5142818
2025-07-21 00:00:00+0000,92.4206771850586,96.82975127595633,92.23071446504774,95.76997531757901,4207622
2025-07-28 00:00:00+0000,88.14157104492188,93.68040602149,87.81163821111276,92.63063013364199,4310416
2025-08-04 00:00:00+0000,90.61104583740234,92.38067998861939,86.78185251641804,88.48149398247588,5350912
2025-08-11 00:00:00+0000,87.26174926757812,91.1309428292213,85.8120555014701,90.61104728526858,2364783
2025-08-18 00:00:00+0000,86.6918716430664,90.02117730973737,86.32194624861422,87.57168492579106,3596142
2025-08-25 00:00:00+0000,86.052001953125,88.08157624777206,85.28216632087235,87.08178535363663,2065331
2025-09-01 00:00:00+0000,90.14115142822266,92.30069581110665,85.98201761259534,85.98201761259534,3680190
2025-09-08 00:00:00+0000,100.90889739990234,101.96867332936698,89.26133170953214,91.78080908799437,14954704
2025-09-15 00:00:00+0000,121.36461639404297,123.27422066893095,102.12864166878305,102.12864166878305,56069410
2025-09-22 00:00:00+0000,115.3499984741211,127.5,114.44999694824219,121.69999694824219,17451535
2025-09-29 00:00:00+0000,117.44000244140625,119.4000015258789,112.58000183105469,116.0,5048321
2025-10-06 00:00:00+0000,118.55000305175781,123.80000305175781,114.4800033569336,116.87000274658203,11383756
2025-10-13 00:00:00+0000,114.79000091552734,120.5,113.0,118.30999755859375,5725130
2025-10-20 00:00:00+0000,115.0,117.69999694824219,111.51000213623047,114.72000122070312,5139837
2025-10-27 00:00:00+0000,114.62000274658203,116.6500015258789,111.19999694824219,115.0,4797630
2025-11-03 00:00:00+0000,106.20999908447266,115.58000183105469,101.87000274658203,114.62000274658203,5173613
2025-11-10 00:00:00+0000,106.51000213623047,111.4000015258789,102.76000213623047,105.98999786376953,5295950
2025-11-17 00:00:00+0000,101.98999786376953,111.30000305175781,101.0,106.5,4131522
2025-11-24 00:00:00+0000,100.91000366210938,104.5,94.9800033569336,102.6500015258789,3209968
